,number,value,datetime_start,datetime_complete,duration,params_learning_rate,params_merged_1_dropout,params_merged_1_size,params_merged_2_dropout,params_merged_2_size,params_merged_3_dropout,params_merged_3_size,state
758,758,0.839622641509434,2024-03-05 01:41:16.177232,2024-03-05 01:41:51.975442,0 days 00:00:35.798210,3.297278514956651e-05,0.4484715086287671,68,0.43662155055349167,85,0.3566722011614766,61,COMPLETE
759,759,0.7924528301886793,2024-03-05 01:41:51.979152,2024-03-05 01:42:06.354472,0 days 00:00:14.375320,0.0014273724658193426,0.4906690141810618,210,0.21220073851820886,89,0.4925017698920849,49,COMPLETE
760,760,0.7452830188679245,2024-03-05 01:42:06.355661,2024-03-05 01:42:29.847421,0 days 00:00:23.491760,0.0006577943063503342,0.4241750007863301,178,0.2731598892353885,105,0.34397772514609587,45,COMPLETE
761,761,0.7830188679245284,2024-03-05 01:42:29.850819,2024-03-05 01:42:44.630977,0 days 00:00:14.780158,0.0009879423975162277,0.4360811033909142,256,0.23907727599258619,92,0.3149905113819541,47,COMPLETE
762,762,0.7924528301886793,2024-03-05 01:42:44.634442,2024-03-05 01:42:55.735553,0 days 00:00:11.101111,0.001792276547046761,0.46999683962152927,236,0.25479730242373594,96,0.44416011462930083,48,COMPLETE
763,763,0.8113207547169812,2024-03-05 01:42:55.736671,2024-03-05 01:43:23.228422,0 days 00:00:27.491751,0.0026358302810930226,0.4417674585802018,227,0.24711191815441236,59,0.4554778199448858,46,COMPLETE
764,764,0.7924528301886793,2024-03-05 01:43:23.231195,2024-03-05 01:43:42.448826,0 days 00:00:19.217631,0.0011894506690086043,0.4817348607315024,246,0.22893736596958336,64,0.4735492234154646,52,COMPLETE
765,765,0.7830188679245284,2024-03-05 01:43:42.452392,2024-03-05 01:44:22.438237,0 days 00:00:39.985845,2.5027041663034628e-05,0.4569316999145935,191,0.26582895661281924,100,0.3268179534719164,51,COMPLETE
766,766,0.7924528301886793,2024-03-05 01:44:22.443581,2024-03-05 01:44:43.680863,0 days 00:00:21.237282,0.0006210454274586799,0.499345921776054,197,0.22085833390037413,103,0.41625091639919104,58,COMPLETE
767,767,0.7830188679245284,2024-03-05 01:44:43.684371,2024-03-05 01:45:01.410219,0 days 00:00:17.725848,0.0007834415427846522,0.4175370391562198,80,0.2034496064333782,61,0.3371851681361794,63,COMPLETE
768,768,0.7924528301886793,2024-03-05 01:45:01.413884,2024-03-05 01:45:15.545174,0 days 00:00:14.131290,0.001400878025904805,0.429432439083144,70,0.277681489123772,119,0.29414694177156286,60,COMPLETE
769,769,0.7641509433962265,2024-03-05 01:45:15.551053,2024-03-05 01:45:27.467461,0 days 00:00:11.916408,0.0018896523530845012,0.45013879386284517,123,0.18418395984564293,128,0.3492676444399402,62,COMPLETE
770,770,0.8207547169811321,2024-03-05 01:45:27.468883,2024-03-05 01:45:50.863214,0 days 00:00:23.394331,0.0009459010727254108,0.19611370815073959,173,0.46064492345874813,71,0.30698946882800937,56,COMPLETE
771,771,0.7830188679245284,2024-03-05 01:45:50.866971,2024-03-05 01:46:11.812141,0 days 00:00:20.945170,0.0005028604033100868,0.4916095670599986,249,0.4471805204913492,109,0.36845178665007916,50,COMPLETE
772,772,0.7830188679245284,2024-03-05 01:46:11.818603,2024-03-05 01:46:26.552376,0 days 00:00:14.733773,0.001107501948457915,0.47936045583223674,64,0.4290290523696053,58,0.32184261419136545,48,COMPLETE
773,773,0.8018867924528302,2024-03-05 01:46:26.556046,2024-03-05 01:46:44.079350,0 days 00:00:17.523304,0.0008222264192764551,0.397611910866351,219,0.413640926722325,48,0.47927057646094534,44,COMPLETE
774,774,0.5188679245283019,2024-03-05 01:46:44.081269,2024-03-05 01:46:53.680576,0 days 00:00:09.599307,0.03992613314973376,0.3183179576107976,207,0.26216975337138837,81,0.31415261616780776,46,COMPLETE
775,775,0.7641509433962265,2024-03-05 01:46:53.683237,2024-03-05 01:47:15.446253,0 days 00:00:21.763016,0.00040548094601409546,0.4104910866297631,232,0.24314709385112263,67,0.34430957801446427,53,COMPLETE
776,776,0.7830188679245284,2024-03-05 01:47:15.450040,2024-03-05 01:47:33.389418,0 days 00:00:17.939378,0.0015458688551433016,0.4406422747692196,241,0.21038975628472464,93,0.357292817021525,47,COMPLETE
777,777,0.8207547169811321,2024-03-05 01:47:33.393084,2024-03-05 01:47:53.502231,0 days 00:00:20.109147,0.000629554364930585,0.4223364380825646,216,0.2207317076301529,98,0.3775155425079135,59,COMPLETE
778,778,0.7735849056603774,2024-03-05 01:47:53.507918,2024-03-05 01:48:08.008167,0 days 00:00:14.500249,0.0011717721638936167,0.46388753405124356,72,0.3162232698090578,87,0.3275802742321076,49,COMPLETE
779,779,0.7924528301886793,2024-03-05 01:48:08.010275,2024-03-05 01:48:25.380576,0 days 00:00:17.370301,0.0009124656535660904,0.4862949853424136,251,0.43961053833744124,105,0.3354057764487954,45,COMPLETE
780,780,0.8207547169811321,2024-03-05 01:48:25.384112,2024-03-05 01:48:41.124702,0 days 00:00:15.740590,0.001316342882527633,0.4726055236806683,224,0.23253743648614092,63,0.43573680986694385,51,COMPLETE
781,781,0.7830188679245284,2024-03-05 01:48:41.128412,2024-03-05 01:49:02.113356,0 days 00:00:20.984944,0.0007096919567186079,0.43371966974330334,67,0.4682636990902274,102,0.49772288910630247,53,COMPLETE
782,782,0.7924528301886793,2024-03-05 01:49:02.119773,2024-03-05 01:49:12.209856,0 days 00:00:10.090083,0.001928663995039177,0.4468807023711141,235,0.2573254484149258,75,0.467747728548585,17,COMPLETE
783,783,0.7735849056603774,2024-03-05 01:49:12.211479,2024-03-05 01:49:29.668492,0 days 00:00:17.457013,0.0010216808019126275,0.4547983276390151,212,0.192033689490692,94,0.3415966870401583,42,COMPLETE
784,784,0.8113207547169812,2024-03-05 01:49:29.672243,2024-03-05 01:49:57.043581,0 days 00:00:27.371338,0.00033348954447513367,0.4189622686955221,245,0.28345005438139487,107,0.42537533428426766,58,COMPLETE
785,785,0.7830188679245284,2024-03-05 01:49:57.047276,2024-03-05 01:50:11.106792,0 days 00:00:14.059516,0.0015299402148715305,0.4922638734969712,75,0.22845387093448957,56,0.2595289046063858,47,COMPLETE
786,786,0.8018867924528302,2024-03-05 01:50:11.110248,2024-03-05 01:50:31.576403,0 days 00:00:20.466155,0.0005635123066846062,0.4048676349277606,200,0.21613960900420728,90,0.2987405095866655,50,COMPLETE
787,787,0.7830188679245284,2024-03-05 01:50:31.580114,2024-03-05 01:50:47.413492,0 days 00:00:15.833378,0.0007781423236913204,0.4993273401780022,186,0.24924592642413773,60,0.3205088948121557,61,COMPLETE
788,788,0.8301886792452831,2024-03-05 01:50:47.415753,2024-03-05 01:51:06.995766,0 days 00:00:19.580013,0.0012177854057675958,0.42764354339616917,253,0.20272882058750338,96,0.27114980619015755,57,COMPLETE
789,789,0.7924528301886793,2024-03-05 01:51:06.998599,2024-03-05 01:51:26.460850,0 days 00:00:19.462251,0.00047931324761692494,0.43600801571472403,64,0.27008320039322536,99,0.30568720217177675,52,COMPLETE
790,790,0.8113207547169812,2024-03-05 01:51:26.464342,2024-03-05 01:51:38.311932,0 days 00:00:11.847590,0.008510951290034895,0.4780834037732715,229,0.4335766337466422,112,0.45285531942065405,48,COMPLETE
791,791,0.7830188679245284,2024-03-05 01:51:38.315452,2024-03-05 01:51:58.400138,0 days 00:00:20.084686,0.0009260455288736505,0.3923528094680555,238,0.454933247048399,121,0.3506904287340241,59,COMPLETE
792,792,0.8301886792452831,2024-03-05 01:51:58.403971,2024-03-05 01:52:16.218047,0 days 00:00:17.814076,0.002305188924761034,0.4427530007634001,221,0.23788275051536453,83,0.33273374056872884,46,COMPLETE
793,793,0.8207547169811321,2024-03-05 01:52:16.221674,2024-03-05 01:52:23.719584,0 days 00:00:07.497910,0.018178597614376853,0.45888387666450603,243,0.41681739048087735,101,0.36401534522006074,49,COMPLETE
794,794,0.7735849056603774,2024-03-05 01:52:23.720637,2024-03-05 01:52:43.409336,0 days 00:00:19.688699,0.0006827944812773244,0.4999126130171358,68,0.22352383293083683,104,0.3111406725671557,47,COMPLETE
795,795,0.7924528301886793,2024-03-05 01:52:43.414089,2024-03-05 01:52:58.109386,0 days 00:00:14.695297,0.001396326759078827,0.4152573651802301,248,0.16231491613117502,97,0.2872532397051146,51,COMPLETE
796,796,0.7830188679245284,2024-03-05 01:52:58.111270,2024-03-05 01:53:15.713012,0 days 00:00:17.601742,0.001111176178394113,0.48569405870277205,204,0.44729410758596455,66,0.48397983479048184,60,COMPLETE
797,797,0.8207547169811321,2024-03-05 01:53:15.717670,2024-03-05 01:53:36.724668,0 days 00:00:21.006998,0.0008291764517308007,0.44763461500857804,165,0.2579509521468391,61,0.3247586936548672,43,COMPLETE
798,798,0.7830188679245284,2024-03-05 01:53:36.728426,2024-03-05 01:53:50.478515,0 days 00:00:13.750089,0.0018277399531910223,0.4670692675361553,181,0.2121902367700055,92,0.3396426049080461,54,COMPLETE
799,799,0.7641509433962265,2024-03-05 01:53:50.480737,2024-03-05 01:54:05.202124,0 days 00:00:14.721387,0.0030348756576261448,0.4281908151108845,143,0.24472752853076563,118,0.39664282847295096,48,COMPLETE
800,800,0.7735849056603774,2024-03-05 01:54:05.206305,2024-03-05 01:54:21.505098,0 days 00:00:16.298793,0.0010646689274130526,0.25807890907648706,118,0.28892391759132313,64,0.4408796507870567,45,COMPLETE
801,801,0.7924528301886793,2024-03-05 01:54:21.507324,2024-03-05 01:54:38.406984,0 days 00:00:16.899660,0.0016135974428009747,0.43680696765382093,72,0.42709985886499374,77,0.4630355958456932,53,COMPLETE
802,802,0.7830188679245284,2024-03-05 01:54:38.409520,2024-03-05 01:55:00.330417,0 days 00:00:21.920897,0.0005715572778573548,0.4051229154907993,256,0.2335358854940892,58,0.3563040066752764,49,COMPLETE
803,803,0.8018867924528302,2024-03-05 01:55:00.334172,2024-03-05 01:55:18.070452,0 days 00:00:17.736280,0.0013147317237590468,0.1521360657745364,217,0.19889029260947774,95,0.3472831512245648,57,COMPLETE
804,804,0.8113207547169812,2024-03-05 01:55:18.073347,2024-03-05 01:55:39.803172,0 days 00:00:21.729825,0.0009325864768140746,0.474652757694962,78,0.34986297520138643,68,0.33170868286334104,61,COMPLETE
805,805,0.7735849056603774,2024-03-05 01:55:39.806881,2024-03-05 01:56:01.428979,0 days 00:00:21.622098,0.0004197768382827055,0.42491623686609375,225,0.17820319969508275,51,0.3167724261477575,47,COMPLETE
806,806,0.8584905660377359,2024-03-05 01:56:01.432607,2024-03-05 01:56:25.503109,0 days 00:00:24.070502,0.0007204967060322506,0.45090195479340367,67,0.2707766175044139,99,0.4740980645933246,52,COMPLETE
807,807,0.7830188679245284,2024-03-05 01:56:25.508843,2024-03-05 01:56:42.137197,0 days 00:00:16.628354,0.0007520970328524237,0.45321185754427457,64,0.29048740235662607,100,0.47983354557210545,52,COMPLETE
808,808,0.8301886792452831,2024-03-05 01:56:42.141036,2024-03-05 01:56:58.719842,0 days 00:00:16.578806,0.0010317216684232464,0.45910720192077603,135,0.27943905465470525,98,0.4682983911062643,52,COMPLETE
809,809,0.7924528301886793,2024-03-05 01:56:58.721038,2024-03-05 01:57:15.898073,0 days 00:00:17.177035,0.0008162352182471587,0.4634335276133225,69,0.2726981231618726,101,0.4768367464822079,52,COMPLETE
810,810,0.7830188679245284,2024-03-05 01:57:15.901691,2024-03-05 01:57:30.886619,0 days 00:00:14.984928,0.001295157488943707,0.45318882178995357,212,0.4999871525119903,100,0.4761590903164557,54,COMPLETE
811,811,0.8301886792452831,2024-03-05 01:57:30.890340,2024-03-05 01:57:49.009458,0 days 00:00:18.119118,0.0009266326511397052,0.4456557207198775,234,0.29573654062542887,98,0.4683987625239589,55,COMPLETE
812,812,0.8018867924528302,2024-03-05 01:57:49.011077,2024-03-05 01:58:03.364465,0 days 00:00:14.353388,0.002153048241084,0.44883945328450436,251,0.28095504086789413,96,0.4897965162437272,53,COMPLETE
813,813,0.7830188679245284,2024-03-05 01:58:03.367656,2024-03-05 01:58:22.480205,0 days 00:00:19.112549,0.001156987404796449,0.43635360907883575,241,0.2699471129725233,98,0.45880184549602043,51,COMPLETE
814,814,0.7735849056603774,2024-03-05 01:58:22.484217,2024-03-05 01:58:35.593779,0 days 00:00:13.109562,0.0015872000014181557,0.4451550989334812,194,0.4439495395748395,95,0.4744440580399094,54,COMPLETE
815,815,0.7641509433962265,2024-03-05 01:58:35.595246,2024-03-05 01:59:00.124005,0 days 00:00:24.528759,0.0006727402845547752,0.4580780045789718,246,0.22087976117077687,104,0.48744659439901444,51,COMPLETE
816,816,0.8018867924528302,2024-03-05 01:59:00.127921,2024-03-05 01:59:18.072199,0 days 00:00:17.944278,0.0008508189285620854,0.4693454728835237,68,0.20858314346043882,100,0.13648683996882857,52,COMPLETE
817,817,0.7735849056603774,2024-03-05 01:59:18.075253,2024-03-05 01:59:55.466916,0 days 00:00:37.391663,0.00014065029206518343,0.44025150079284153,154,0.4347669308240858,102,0.4598600846620826,53,COMPLETE
818,818,0.7830188679245284,2024-03-05 01:59:55.471157,2024-03-05 02:00:09.702318,0 days 00:00:14.231161,0.001324562746910618,0.16298303837905545,222,0.2805222533087258,103,0.44998866642148283,51,COMPLETE
819,819,0.7830188679245284,2024-03-05 02:00:09.705945,2024-03-05 02:00:25.924428,0 days 00:00:16.218483,0.0010699179178831637,0.45450561242123294,188,0.4206989560731284,99,0.4861951608428653,55,COMPLETE
820,820,0.7924528301886793,2024-03-05 02:00:25.925638,2024-03-05 02:00:43.400220,0 days 00:00:17.474582,0.000713825839763956,0.4813603992617717,214,0.4623485128417481,97,0.49314090929256155,58,COMPLETE
821,821,0.8113207547169812,2024-03-05 02:00:43.403876,2024-03-05 02:00:58.671703,0 days 00:00:15.267827,0.001724254647295533,0.4430425249025828,229,0.2663733307241711,102,0.4709021820951496,60,COMPLETE
822,822,0.5188679245283019,2024-03-05 02:00:58.674126,2024-03-05 02:01:16.291333,0 days 00:00:17.617207,0.07483354852925504,0.46308249234179183,170,0.18681701071599943,96,0.4811679260843187,59,COMPLETE
823,823,0.7735849056603774,2024-03-05 02:01:16.297399,2024-03-05 02:01:39.539356,0 days 00:00:23.241957,0.0009971893299508545,0.43198765463572186,238,0.3375019137739419,94,0.481877970368422,64,COMPLETE
824,824,0.8018867924528302,2024-03-05 02:01:39.543886,2024-03-05 02:01:55.077238,0 days 00:00:15.533352,0.0014219956567281897,0.45061138470658607,73,0.4513077416739158,106,0.4588076505609328,50,COMPLETE
825,825,0.8207547169811321,2024-03-05 02:01:55.079090,2024-03-05 02:02:22.810807,0 days 00:00:27.731717,0.0006204245841478182,0.27492592167754143,64,0.30107409649419425,93,0.4990090664375804,56,COMPLETE
826,826,0.8207547169811321,2024-03-05 02:02:22.814631,2024-03-05 02:02:35.995897,0 days 00:00:13.181266,0.0012142441494480685,0.4908009204541927,218,0.22561744413899068,99,0.3027504746603599,53,COMPLETE
827,827,0.7735849056603774,2024-03-05 02:02:35.999379,2024-03-05 02:02:55.192403,0 days 00:00:19.193024,0.0007986546094157711,0.47202436663487063,209,0.21539363696258035,101,0.22071366085175992,62,COMPLETE
828,828,0.8018867924528302,2024-03-05 02:02:55.194123,2024-03-05 02:03:17.376163,0 days 00:00:22.182040,0.0005003111033616039,0.4381887424867149,253,0.19803561025350863,97,0.4449025830184751,52,COMPLETE
829,829,0.8113207547169812,2024-03-05 02:03:17.381523,2024-03-05 02:03:34.984730,0 days 00:00:17.603207,0.0010087636650037862,0.4880682917376406,233,0.4411479116310547,103,0.46496873114736076,45,COMPLETE
830,830,0.7830188679245284,2024-03-05 02:03:34.988277,2024-03-05 02:03:48.864546,0 days 00:00:13.876269,0.0015989774189687077,0.4289529435087233,247,0.40825961182833376,123,0.3134668658602232,44,COMPLETE
831,831,0.8207547169811321,2024-03-05 02:03:48.868365,2024-03-05 02:04:10.756161,0 days 00:00:21.887796,0.0008534253856008785,0.4631563735367117,68,0.23103577148792542,80,0.43142121193440175,51,COMPLETE
832,832,0.8207547169811321,2024-03-05 02:04:10.758775,2024-03-05 02:04:23.357561,0 days 00:00:12.598786,0.013734168695528218,0.4475615909016692,242,0.20467224236833637,94,0.4199772367914058,53,COMPLETE
833,833,0.8207547169811321,2024-03-05 02:04:23.359515,2024-03-05 02:04:59.094536,0 days 00:00:35.735021,0.00021297760154230999,0.47795938294687884,72,0.2757096310368243,96,0.4741342508673754,54,COMPLETE
834,834,0.7641509433962265,2024-03-05 02:04:59.098434,2024-03-05 02:05:25.545355,0 days 00:00:26.446921,0.0003087568825414567,0.43937311788688793,82,0.4279903595106909,99,0.4520780217369942,52,COMPLETE
835,835,0.7924528301886793,2024-03-05 02:05:25.549153,2024-03-05 02:05:42.863433,0 days 00:00:17.314280,0.0020647780492640193,0.49178827567862843,250,0.21793215740041738,105,0.30008004179711184,50,COMPLETE
836,836,0.8018867924528302,2024-03-05 02:05:42.864751,2024-03-05 02:05:56.815091,0 days 00:00:13.950340,0.0011982607333577398,0.4554508631730895,205,0.29053348866028306,73,0.3213834288366431,58,COMPLETE
837,837,0.7924528301886793,2024-03-05 02:05:56.820734,2024-03-05 02:06:14.048211,0 days 00:00:17.227477,0.0006841597484105348,0.4247460583535725,224,0.2626848344529991,91,0.38551688970455134,46,COMPLETE
838,838,0.8018867924528302,2024-03-05 02:06:14.051353,2024-03-05 02:06:28.630712,0 days 00:00:14.579359,0.0013441889080473505,0.49998921461833534,237,0.23951839571774977,102,0.30758970452580736,56,COMPLETE
839,839,0.8207547169811321,2024-03-05 02:06:28.633298,2024-03-05 02:06:46.344692,0 days 00:00:17.711394,0.000914546906816742,0.4813925684736365,214,0.22616264271126893,107,0.29121959412397064,60,COMPLETE
840,840,0.8113207547169812,2024-03-05 02:06:46.348550,2024-03-05 02:07:10.431869,0 days 00:00:24.083319,0.0005503483194693864,0.43665802642830986,245,0.45400588765626404,95,0.47066422459703594,61,COMPLETE
841,841,0.7924528301886793,2024-03-05 02:07:10.438283,2024-03-05 02:07:22.342239,0 days 00:00:11.903956,0.001133702835027942,0.4536250757730368,253,0.47343102968346906,98,0.4127198899744946,51,COMPLETE
842,842,0.8113207547169812,2024-03-05 02:07:22.346067,2024-03-05 02:07:35.031939,0 days 00:00:12.685872,0.0015674577247780093,0.4679282858078343,199,0.43826432863398107,119,0.27919646174892704,53,COMPLETE
843,843,0.8301886792452831,2024-03-05 02:07:35.033728,2024-03-05 02:07:48.318148,0 days 00:00:13.284420,0.0025984204717296984,0.4443288418932709,160,0.20989626106381903,84,0.46647109330673286,50,COMPLETE
844,844,0.7735849056603774,2024-03-05 02:07:48.321932,2024-03-05 02:08:08.432307,0 days 00:00:20.110375,0.0007741420604619866,0.43117420618334645,76,0.26990423286596577,93,0.32339782617186685,44,COMPLETE
845,845,0.7735849056603774,2024-03-05 02:08:08.436069,2024-03-05 02:08:19.291655,0 days 00:00:10.855586,0.005376521463313804,0.4911855353520955,64,0.2842239027371184,100,0.3157992733417713,59,COMPLETE
846,846,0.7735849056603774,2024-03-05 02:08:19.292770,2024-03-05 02:08:35.507563,0 days 00:00:16.214793,0.0019747563888686467,0.47460477019305775,220,0.1921078003067687,97,0.37251343051413155,37,COMPLETE
847,847,0.8207547169811321,2024-03-05 02:08:35.511524,2024-03-05 02:08:50.334675,0 days 00:00:14.823151,0.0009713875221815672,0.4223676442206251,256,0.2313506410330491,104,0.4906095589130757,57,COMPLETE
848,848,0.7830188679245284,2024-03-05 02:08:50.340437,2024-03-05 02:09:08.599792,0 days 00:00:18.259355,0.0006967442947732311,0.4835998089307238,230,0.1702656446823577,70,0.43849377840376375,46,COMPLETE
849,849,0.8018867924528302,2024-03-05 02:09:08.602769,2024-03-05 02:09:21.072601,0 days 00:00:12.469832,0.0014161341878516482,0.4605091893254259,71,0.4479790559146972,101,0.45342813906950163,55,COMPLETE
850,850,0.8301886792452831,2024-03-05 02:09:21.076160,2024-03-05 02:09:49.751485,0 days 00:00:28.675325,0.000390776219174303,0.44767973701489105,68,0.21833890120503816,110,0.32887056579597324,52,COMPLETE
851,851,0.8113207547169812,2024-03-05 02:09:49.755493,2024-03-05 02:10:09.598344,0 days 00:00:19.842851,0.000599240632618492,0.43533101181966116,248,0.4181872868892493,90,0.30929896132550994,59,COMPLETE
852,852,0.8301886792452831,2024-03-05 02:10:09.599809,2024-03-05 02:10:24.802410,0 days 00:00:15.202601,0.0011204584695015225,0.4191743898338158,240,0.12234354776161804,65,0.3345822935144019,62,COMPLETE
853,853,0.7735849056603774,2024-03-05 02:10:24.808576,2024-03-05 02:10:39.190849,0 days 00:00:14.382273,0.0008602443640312176,0.492596031129544,192,0.27598555617103343,117,0.4776621311578825,50,COMPLETE
854,854,0.8018867924528302,2024-03-05 02:10:39.192279,2024-03-05 02:10:55.981609,0 days 00:00:16.789330,0.0017731927662053273,0.4424492754315011,216,0.2515901026641724,79,0.46128918976650346,45,COMPLETE
855,855,0.8207547169811321,2024-03-05 02:10:55.985287,2024-03-05 02:11:11.819659,0 days 00:00:15.834372,0.0012709116139642052,0.34348793238249264,208,0.23883460011294025,94,0.3248961725124724,48,COMPLETE
856,856,0.8018867924528302,2024-03-05 02:11:11.823512,2024-03-05 02:11:32.338617,0 days 00:00:20.515105,0.00046658660564980267,0.42863234366383934,147,0.4349597017147202,96,0.29702857389176707,49,COMPLETE
857,857,0.8018867924528302,2024-03-05 02:11:32.341625,2024-03-05 02:11:51.668204,0 days 00:00:19.326579,0.0009236153278538427,0.4521042751241001,177,0.46038707322233086,106,0.42815530224003806,54,COMPLETE
858,858,0.7641509433962265,2024-03-05 02:11:51.672241,2024-03-05 02:12:07.751850,0 days 00:00:16.079609,0.0010976595459124385,0.46908737501211484,234,0.4022033468679721,99,0.20747502057604555,52,COMPLETE
859,859,0.8018867924528302,2024-03-05 02:12:07.754388,2024-03-05 02:12:27.217264,0 days 00:00:19.462876,0.0007397578679226677,0.4869712912382536,225,0.20130003377933484,82,0.4443141111051836,33,COMPLETE
860,860,0.8207547169811321,2024-03-05 02:12:27.222130,2024-03-05 02:12:47.541666,0 days 00:00:20.319536,0.0005537885512154401,0.4390591758933087,127,0.26391356912833047,103,0.3167166519787246,60,COMPLETE
861,861,0.8113207547169812,2024-03-05 02:12:47.545873,2024-03-05 02:13:03.211649,0 days 00:00:15.665776,0.0014900190523164578,0.4600469666835245,244,0.31219428463793,101,0.48682299060449435,46,COMPLETE
862,862,0.8018867924528302,2024-03-05 02:13:03.212936,2024-03-05 02:13:16.545395,0 days 00:00:13.332459,0.0009730619592908117,0.47703170156810076,68,0.22492782905950373,92,0.36072792257646813,47,COMPLETE
863,863,0.7924528301886793,2024-03-05 02:13:16.549174,2024-03-05 02:13:38.508457,0 days 00:00:21.959283,0.0006438083467748087,0.4316260505317034,183,0.48542845189761163,113,0.33624548521319525,50,COMPLETE
864,864,0.839622641509434,2024-03-05 02:13:38.510969,2024-03-05 02:13:53.516105,0 days 00:00:15.005136,0.0012494995126681751,0.41749658588916894,64,0.213905920930458,87,0.3495498768003653,61,COMPLETE
865,865,0.8018867924528302,2024-03-05 02:13:53.518952,2024-03-05 02:14:10.159454,0 days 00:00:16.640502,0.0017408550341994852,0.4463535714879398,251,0.23414854897643683,121,0.3047939757440973,53,COMPLETE
866,866,0.8207547169811321,2024-03-05 02:14:10.163523,2024-03-05 02:14:30.007776,0 days 00:00:19.844253,0.0007885635402066888,0.3042788290092843,220,0.3239580441633317,63,0.4722681774521089,58,COMPLETE
867,867,0.8490566037735849,2024-03-05 02:14:30.011704,2024-03-05 02:14:46.278655,0 days 00:00:16.266951,0.0010613772495676908,0.4950325601935792,211,0.42700313724128675,76,0.403250501576156,51,COMPLETE
868,868,0.8113207547169812,2024-03-05 02:14:46.280183,2024-03-05 02:15:02.900281,0 days 00:00:16.620098,0.0014468535407665573,0.49981017138854644,211,0.430083082779766,76,0.4063955186757567,51,COMPLETE
869,869,0.7735849056603774,2024-03-05 02:15:02.903822,2024-03-05 02:15:14.115444,0 days 00:00:11.211622,0.0022763359354414283,0.49464634198703117,208,0.41181571654860005,75,0.3911590638030614,51,COMPLETE
870,870,0.7641509433962265,2024-03-05 02:15:14.117411,2024-03-05 02:15:28.252920,0 days 00:00:14.135509,0.0010640762826730056,0.4852842773616045,203,0.41655156006648575,80,0.39799032018108316,52,COMPLETE
871,871,0.8018867924528302,2024-03-05 02:15:28.255972,2024-03-05 02:15:44.902491,0 days 00:00:16.646519,0.0008713813827470902,0.4972462323287927,213,0.4280796151173068,77,0.4082498447390338,50,COMPLETE
872,872,0.7735849056603774,2024-03-05 02:15:44.906476,2024-03-05 02:16:06.998467,0 days 00:00:22.091991,0.0006373869340099588,0.4880284471500606,211,0.42399481609886086,80,0.41953642067415525,51,COMPLETE
873,873,0.839622641509434,2024-03-05 02:16:07.002528,2024-03-05 02:16:22.038314,0 days 00:00:15.035786,0.0013071119537162578,0.13840795549139917,216,0.41010620883454896,77,0.4266093093507397,51,COMPLETE
874,874,0.8113207547169812,2024-03-05 02:16:22.040297,2024-03-05 02:16:44.127236,0 days 00:00:22.086939,0.00043718170693235237,0.48721802463056907,206,0.41911097717132295,75,0.3763671001744361,53,COMPLETE
875,875,0.8018867924528302,2024-03-05 02:16:44.131001,2024-03-05 02:16:59.871538,0 days 00:00:15.740537,0.0007867885880422369,0.49336162150108764,215,0.421618116684204,73,0.392931516495838,49,COMPLETE
876,876,0.7830188679245284,2024-03-05 02:16:59.875093,2024-03-05 02:17:09.887190,0 days 00:00:10.012097,0.006841066571259776,0.4806672512063433,218,0.4269936525021383,71,0.40622910474939883,52,COMPLETE
877,877,0.7735849056603774,2024-03-05 02:17:09.888924,2024-03-05 02:17:24.239718,0 days 00:00:14.350794,0.0019522725278220319,0.49977254961756956,208,0.4054767302765341,81,0.38349344917549205,50,COMPLETE
878,878,0.7830188679245284,2024-03-05 02:17:24.243243,2024-03-05 02:17:37.921763,0 days 00:00:13.678520,0.0011069892089842998,0.4762914037345813,212,0.25813743682083773,77,0.3766988190287407,49,COMPLETE
879,879,0.8113207547169812,2024-03-05 02:17:37.925937,2024-03-05 02:18:00.406187,0 days 00:00:22.480250,0.0005135070881381588,0.36138951858353147,200,0.2467346964875256,73,0.4337414894468934,51,COMPLETE
880,880,0.7830188679245284,2024-03-05 02:18:00.410124,2024-03-05 02:18:13.128451,0 days 00:00:12.718327,0.0016069543601129146,0.4856378721959492,219,0.20866617591431705,79,0.44075975742426476,52,COMPLETE
881,881,0.7924528301886793,2024-03-05 02:18:13.130290,2024-03-05 02:18:37.850768,0 days 00:00:24.720478,0.0003527206128276336,0.4940812791712976,202,0.2719833374140603,69,0.36375024624841484,54,COMPLETE
882,882,0.8018867924528302,2024-03-05 02:18:37.855280,2024-03-05 02:18:52.481611,0 days 00:00:14.626331,0.0009178469322805955,0.47033624960561976,223,0.22074638835348356,82,0.3673837869688404,48,COMPLETE
883,883,0.8018867924528302,2024-03-05 02:18:52.485426,2024-03-05 02:19:07.818310,0 days 00:00:15.332884,0.0012458691067106125,0.4926447839725673,197,0.186624766603602,78,0.3574409004136868,50,COMPLETE
884,884,0.8018867924528302,2024-03-05 02:19:07.819766,2024-03-05 02:19:17.098450,0 days 00:00:09.278684,0.004413220099465883,0.4997220644960608,212,0.28502756719209127,79,0.45242889700022426,53,COMPLETE
885,885,0.7924528301886793,2024-03-05 02:19:17.102245,2024-03-05 02:19:33.962183,0 days 00:00:16.859938,0.0007066503599200073,0.48136282027517596,206,0.227463757471599,66,0.43468552155617707,49,COMPLETE
886,886,0.7547169811320755,2024-03-05 02:19:33.964428,2024-03-05 02:19:53.545981,0 days 00:00:19.581553,0.0010810976207351495,0.48531686334043367,217,0.41617219477124096,82,0.38289243690714525,46,COMPLETE
